CustomerID,recency,frequency,monetary,avg_basket,product_diversity,return_rate,weekend_ratio,repeat_category_rate
12853,135,11,3907.5,355.22727272727275,111,0.3125,0.0,0.5405405405405406
12854,79,7,2970.9700000000003,424.42428571428576,188,0.36363636363636365,0.0,0.4061302681992337
12855,373,4,612.84,153.21,65,0.0,0.0,0.6417910447761194
12856,8,6,2170.78,361.7966666666667,155,0.25,0.0,0.3954983922829582
12857,211,6,3688.0,614.6666666666666,71,0.14285714285714285,0.0,0.5041322314049587
12858,383,1,147.27,147.27,36,0.5,1.0,0.2972972972972973
12859,459,1,575.1,575.1,21,0.0,0.0,0.42857142857142855
12860,693,1,54.22,54.22,16,0.0,0.0,0.4375
12861,620,1,68.25,68.25,4,0.0,0.0,0.75
12862,426,2,984.62,492.31,119,0.0,1.0,0.4351145038167939
12863,52,6,2792.5499999999997,465.425,24,0.14285714285714285,0.0,0.4583333333333333
12864,138,2,299.57,149.785,5,0.0,0.42857142857142855,0.7142857142857143
12867,26,13,7829.26,602.2507692307693,365,0.1875,0.4561904761904762,0.4057142857142857
12868,186,8,2043.76,255.47000000000003,86,0.0,0.0,0.5895522388059702
12869,682,1,337.66999999999996,337.66999999999996,35,0.0,0.0,0.43243243243243246
12870,375,3,1676.95,558.9833333333333,85,0.25,0.0,0.4946236559139785
12871,84,3,744.02,248.00666666666666,13,0.0,0.3888888888888889,0.4444444444444444
12872,327,12,3283.96,273.66333333333336,217,0.07692307692307693,0.37055837563451777,0.35279187817258884
12873,282,3,2027.3,675.7666666666668,33,0.0,0.4857142857142857,0.4857142857142857
12875,143,5,1356.99,271.398,2,0.0,0.125,0.625
12877,4,20,2942.14,147.10700000000003,149,0.0,0.17153284671532848,0.39416058394160586
12878,236,2,854.99,427.495,38,0.3333333333333333,0.5957446808510638,0.40425531914893614
12879,45,3,573.22,191.07333333333335,7,0.25,0.0,0.8
12880,382,2,640.13,320.065,32,0.0,0.0,0.4444444444444444
12881,276,1,298.0,298.0,7,0.0,0.0,1.0
12882,9,2,1463.04,731.52,12,0.0,0.38461538461538464,0.38461538461538464
12883,25,4,703.47,175.8675,39,0.0,0.4523809523809524,0.47619047619047616
12884,88,1,309.05,309.05,7,0.0,0.0,0.2857142857142857
12885,63,3,1175.22,391.74,66,0.25,0.0,0.5492957746478874
12886,68,2,1378.4,689.2,75,0.3333333333333333,0.0,0.5487804878048781
12887,384,1,222.4,222.4,13,0.0,1.0,0.7692307692307693
12888,214,2,354.12,177.06,4,0.5,0.0,0.4
12889,381,4,385.46000000000004,96.36500000000001,25,0.3333333333333333,0.48,0.56
12890,24,2,706.02,353.01,124,0.0,0.0,0.4074074074074074
12891,186,11,840.5,76.4090909090909,2,0.08333333333333333,0.18181818181818182,1.0
12892,397,1,263.38,263.38,18,0.0,0.0,0.5555555555555556
12893,31,1,176.55,176.55,27,0.0,0.0,0.5161290322580645
12894,575,1,157.35,157.35,21,0.0,0.0,0.3333333333333333
12895,42,2,372.8,186.4,22,0.3333333333333333,0.0,0.2727272727272727
12897,205,4,514.25,128.5625,10,0.0,0.0,0.7142857142857143
12898,464,2,296.21000000000004,148.10500000000002,27,0.0,0.0,0.4444444444444444
12899,414,1,366.4,366.4,17,0.0,0.0,0.8823529411764706
12900,422,1,340.33,340.33,13,0.0,0.0,0.9230769230769231
12901,9,28,17654.54,630.5192857142857,30,0.2222222222222222,0.017241379310344827,0.6293103448275862
12902,265,1,138.68,138.68,10,0.0,1.0,0.8
12903,429,1,833.53,833.53,41,0.0,0.0,0.7073170731707317
12904,18,2,496.06,248.03,59,0.0,0.0,0.323943661971831
12905,577,2,1018.42,509.21,52,0.3333333333333333,0.0,0.4444444444444444
12906,12,5,2919.81,583.962,55,0.0,0.0,0.6190476190476191
12907,396,2,508.91,254.45499999999998,23,0.3333333333333333,0.0,0.32
12908,176,5,1776.0,355.2,1,0.2857142857142857,0.0,1.0
12909,40,8,3103.19,387.89875,120,0.38461538461538464,0.13924050632911392,0.3670886075949367
12910,23,13,5796.52,445.8861538461539,75,0.07142857142857142,0.17518248175182483,0.5766423357664233
12911,552,1,1651.72,1651.72,220,0.0,1.0,0.4533898305084746
12912,3,5,1662.3,332.46,17,0.0,0.2916666666666667,0.6666666666666666
12913,5,13,6283.24,483.3261538461539,52,0.0,0.0,0.43478260869565216
12914,401,1,223.98,223.98,9,0.0,0.0,0.2222222222222222
12915,149,4,975.1,243.775,46,0.5,0.0,0.31666666666666665
12916,139,7,4479.73,639.9614285714285,82,0.125,0.9186046511627907,0.26744186046511625
12917,128,6,4359.2,726.5333333333333,45,0.25,0.0,0.28
12918,626,1,10953.5,10953.5,1,0.6666666666666666,0.0,1.0
12919,8,6,1335.19,222.53166666666667,34,0.25,0.0,0.56
12920,17,4,486.64,121.66,59,0.0,0.0,0.3220338983050847
12921,9,74,35233.24,476.12486486486483,322,0.2815533980582524,0.0513675783855904,0.29753168779186123
12922,161,1,405.38,405.38,28,0.0,0.0,0.6071428571428571
12923,64,3,770.42,256.8066666666667,54,0.0,0.25,0.43333333333333335
12924,88,12,2469.4,205.78333333333333,56,0.14285714285714285,0.02702702702702703,0.32432432432432434
12925,5,3,729.3299999999999,243.10999999999999,46,0.0,0.0,0.44
12926,411,4,1523.97,380.9925,202,0.0,0.13740458015267176,0.3320610687022901
12927,395,1,197.31,197.31,11,0.0,0.0,0.5454545454545454
12928,35,12,4304.89,358.74083333333334,94,0.0,0.0,0.33519553072625696
12929,312,1,117.85,117.85,8,0.5,0.0,1.0
12930,78,2,415.8,207.9,20,0.5,0.0,0.36
12931,22,57,92347.34,1620.1287719298246,37,0.19718309859154928,0.009174311926605505,0.3440366972477064
12932,539,8,1698.56,212.32,69,0.0,0.2736842105263158,0.4421052631578947
12933,24,8,1636.6299999999999,204.57875,227,0.2727272727272727,0.0,0.4602076124567474
12934,737,1,181.65,181.65,2,0.0,0.0,0.5
12935,2,15,4243.86,282.924,113,0.21052631578947367,0.1889763779527559,0.3661417322834646
12936,17,4,1063.9,265.975,56,0.2,0.0,0.4838709677419355
12937,15,9,3097.61,344.1788888888889,128,0.0,0.0,0.3225806451612903
12938,26,1,114.14,114.14,9,0.0,0.0,0.4444444444444444
12939,64,20,25264.8,1263.24,24,0.0,0.12790697674418605,0.3488372093023256
12940,55,2,899.69,449.84499999999997,87,0.5,0.8020833333333334,0.3333333333333333
12941,724,1,377.49,377.49,27,0.0,0.0,0.48148148148148145
12942,131,3,675.6,225.20000000000002,68,0.0,0.6571428571428571,0.4142857142857143
12943,558,2,496.5,248.25,22,0.5,0.2,0.92
12944,36,2,604.51,302.255,29,0.0,0.0,0.4
12945,288,2,900.11,450.055,47,0.0,0.5490196078431373,0.49019607843137253
12946,437,1,324.45,324.45,20,0.0,0.0,0.65
12947,144,6,1603.99,267.33166666666665,83,0.45454545454545453,0.0,0.5360824742268041
12948,16,9,2317.43,257.49222222222227,89,0.1,0.2,0.6
12949,31,22,15526.7,705.7590909090909,347,0.21428571428571427,0.0,0.31888111888111886
12950,2,3,1843.0,614.3333333333334,13,0.0,0.0,0.34782608695652173
12951,9,15,3213.7200000000003,214.24800000000002,110,0.25,0.25257731958762886,0.5154639175257731
12952,6,4,1387.79,346.9475,64,0.2,0.22784810126582278,0.4430379746835443
12953,10,2,828.8100000000001,414.40500000000003,45,0.0,0.0,0.25
12954,639,1,162.45,162.45,10,0.0,0.0,0.7
12955,1,11,4757.16,432.4690909090909,81,0.21428571428571427,0.0,0.42777777777777776
12956,306,4,521.89,130.4725,42,0.0,0.6666666666666666,0.35714285714285715
12957,10,13,8706.97,669.766923076923,402,0.38095238095238093,0.0,0.3224489795918367
12958,400,2,467.34,233.67,45,0.0,0.0,0.5102040816326531
12959,484,1,150.95,150.95,8,0.5,0.0,0.25
12960,414,4,1322.07,330.51750000000004,49,0.0,0.0,0.4142857142857143
12961,379,1,211.99,211.99,37,0.0,0.0,0.5
12962,7,2,266.39,133.19500000000002,15,0.0,0.0,0.4375
12963,8,12,3235.79,269.64916666666664,129,0.14285714285714285,0.0,0.3505747126436782
12964,437,1,132.24,132.24,26,0.0,0.0,0.34615384615384615
12965,89,1,769.8100000000001,769.8100000000001,108,0.0,1.0,0.5092592592592593
12966,10,1,160.18,160.18,10,0.0,0.0,0.3
12967,358,3,2938.52,979.5066666666668,47,0.4,0.7076923076923077,0.36923076923076925
12968,112,1,135.95,135.95,5,0.0,0.0,0.4
12969,603,1,122.45,122.45,5,0.0,0.0,0.4
12970,7,10,1453.6,145.35999999999999,280,0.0,0.0,0.34202898550724636
12971,4,116,15704.6,135.3844827586207,102,0.03333333333333333,0.07371007371007371,0.538083538083538
12972,414,4,1161.2,290.3,69,0.3333333333333333,0.0,0.5454545454545454
12973,414,1,385.55,385.55,6,0.0,0.0,1.0
12974,198,2,408.95,204.475,27,0.0,0.75,0.375
12975,437,6,2100.09,350.01500000000004,92,0.25,0.20535714285714285,0.32142857142857145
12976,212,8,3156.38,394.5475,106,0.0,0.0,0.4090909090909091
12977,156,4,513.88,128.47,54,0.0,0.0,0.27586206896551724
12978,385,5,2502.82,500.564,126,0.16666666666666666,0.0,0.38650306748466257
12980,158,21,16245.78,773.6085714285715,7,0.19230769230769232,0.11538461538461539,0.36538461538461536
12981,30,2,372.21999999999997,186.11,12,0.0,0.0,0.45
12982,243,8,2744.81,343.10125,139,0.5294117647058824,0.0,0.42134831460674155
12983,598,1,490.08000000000004,490.08000000000004,30,0.0,0.0,0.26666666666666666
12984,19,1,97.5,97.5,4,0.0,0.0,0.5
12985,1,2,1239.38,619.69,73,0.3333333333333333,0.0,0.39473684210526316
12986,429,10,2729.84,272.98400000000004,61,0.16666666666666666,0.0,0.4215686274509804
12987,74,5,1312.21,262.442,61,0.16666666666666666,0.0,0.5303030303030303
12988,292,1,505.82,505.82,75,0.0,1.0,0.3855421686746988
12989,3,33,13551.75,410.65909090909093,50,0.15384615384615385,0.030927835051546393,0.29896907216494845
12990,31,7,955.5,136.5,9,0.0,0.0,0.5925925925925926
12991,23,3,764.82,254.93999999999997,45,0.0,0.0,0.4666666666666667
12992,725,1,93.35000000000001,93.35000000000001,6,0.0,0.0,0.6666666666666666
12993,23,8,1259.6299999999999,157.45374999999999,57,0.2,0.0,0.5
12994,4,3,974.4200000000001,324.8066666666667,52,0.4,0.0,0.5245901639344263
12995,85,1,211.32,211.32,3,0.5,0.0,1.0
12996,376,1,355.5,355.5,22,0.0,0.0,0.5454545454545454
12997,22,8,2110.91,263.86375,65,0.5,0.16822429906542055,0.40186915887850466
12998,493,3,920.08,306.6933333333333,58,0.25,0.0,0.25862068965517243
12999,196,3,455.88,151.96,25,0.0,0.0,0.8571428571428571
13000,107,4,1032.5,258.125,57,0.2,0.0,0.43548387096774194
13001,4,33,24042.65,728.5651515151516,300,0.10810810810810811,0.06699507389162561,0.3901477832512315
13002,318,3,414.13,138.04333333333332,19,0.0,0.0,0.5652173913043478
13003,106,3,149.05,49.68333333333334,4,0.0,0.0,0.5
13004,12,36,11650.85,323.63472222222225,417,0.21739130434782608,0.08588957055214724,0.3312883435582822
13005,174,4,999.68,249.92000000000002,41,0.3333333333333333,0.14285714285714285,0.5892857142857143
13006,56,1,81.57,81.57,4,0.0,0.0,0.75
13007,580,1,175.25,175.25,11,0.0,1.0,0.36363636363636365
13008,323,3,612.13,204.04333333333332,31,0.5714285714285714,0.2857142857142857,0.5142857142857142
13009,673,1,234.0,234.0,4,0.0,0.0,0.5
13010,374,2,330.12,165.06,10,0.0,0.0,0.75
13011,372,1,50.550000000000004,50.550000000000004,3,0.0,0.0,0.3333333333333333
13012,9,11,2957.83,268.89363636363635,95,0.26666666666666666,0.0,0.29411764705882354
13013,1,29,11097.43,382.67,289,0.06451612903225806,0.0,0.44763860369609854
13014,11,11,5381.08,489.1890909090909,140,0.3888888888888889,0.5133928571428571,0.5178571428571429
13015,53,11,6579.78,598.1618181818181,260,0.21428571428571427,0.04310344827586207,0.5431034482758621
13016,73,3,789.89,263.2966666666667,39,0.0,0.0,0.48936170212765956
13017,7,1,204.0,204.0,1,0.0,0.0,1.0
13018,16,35,9763.16,278.9474285714286,401,0.05405405405405406,0.14759535655058043,0.42786069651741293
13019,379,6,1229.95,204.99166666666667,46,0.25,0.36363636363636365,0.5272727272727272
13020,563,2,618.96,309.48,38,0.6,0.0,0.4358974358974359
13021,4,17,4887.24,287.48470588235296,166,0.2916666666666667,0.25680933852140075,0.3151750972762646
13023,64,3,1449.03,483.01,69,0.0,0.0,0.4473684210526316
13024,471,2,555.87,277.935,26,0.3333333333333333,0.0,0.3548387096774194
13025,732,1,323.39,323.39,13,0.0,0.0,0.5384615384615384
13026,1,9,1733.08,192.56444444444446,52,0.3076923076923077,0.47560975609756095,0.1951219512195122
13027,114,19,17239.2,907.3263157894737,7,0.17391304347826086,0.058823529411764705,0.6470588235294118
13028,23,2,661.3199999999999,330.65999999999997,40,0.3333333333333333,0.0,0.2222222222222222
13029,31,5,1927.3,385.46,13,0.0,0.5882352941176471,0.4117647058823529
13030,11,2,752.4399999999999,376.22,76,0.0,0.0,0.4673913043478261
13031,407,5,3292.84,658.568,275,0.0,0.0,0.48402948402948404
13032,52,9,2815.96,312.88444444444445,147,0.18181818181818182,0.3140096618357488,0.40096618357487923
13033,357,2,220.55,110.275,12,0.0,0.0,0.8461538461538461
13034,55,3,756.82,252.2733333333333,42,0.0,0.8409090909090909,0.5227272727272727
13035,74,3,1364.2,454.73333333333335,27,0.25,0.0,0.5
13036,685,1,307.1,307.1,6,0.0,1.0,0.3333333333333333
13037,138,12,3914.9500000000003,326.24583333333334,181,0.25,0.06465517241379311,0.3275862068965517
13038,80,3,908.46,302.82,24,0.0,0.0,0.6071428571428571
13039,584,4,1010.73,252.6825,37,0.0,0.0,0.43636363636363634
13040,9,2,676.99,338.495,38,0.0,0.4883720930232558,0.4418604651162791
13041,451,4,799.13,199.7825,23,0.0,0.0,0.22857142857142856
13042,598,3,1488.59,496.19666666666666,164,0.25,0.0,0.30978260869565216
13043,273,1,516.42,516.42,13,0.5,0.0,1.0
13044,291,11,4848.05,440.7318181818182,356,0.15384615384615385,0.4951923076923077,0.43028846153846156
13045,99,3,808.92,269.64000000000004,41,0.0,0.0,0.5777777777777777
13046,31,3,949.25,316.4166666666667,50,0.0,0.0,0.375
13047,32,24,8428.53,351.18875,190,0.42857142857142855,0.14285714285714285,0.3835978835978836
13048,14,9,4049.13,449.90333333333336,125,0.3076923076923077,0.1509433962264151,0.47547169811320755
13049,64,4,1408.24,352.06,19,0.2,0.0,0.6923076923076923
13050,15,35,11986.52,342.47200000000004,513,0.38596491228070173,0.36077235772357724,0.43089430894308944
13051,579,2,155.8,77.9,4,0.0,0.0,1.0
13052,212,7,3119.33,445.61857142857144,161,0.0,0.0,0.3346774193548387
13053,622,1,127.65,127.65,17,0.0,1.0,0.35294117647058826
13055,78,4,2321.11,580.2775,145,0.3333333333333333,0.0,0.3246753246753247
13056,551,1,209.48,209.48,18,0.0,1.0,0.2631578947368421
13057,530,3,709.59,236.53,34,0.25,0.05,0.325
13058,25,3,271.40000000000003,90.46666666666665,5,0.0,0.0,0.5
13059,250,10,2291.77,229.177,155,0.16666666666666666,0.19696969696969696,0.36363636363636365
13060,254,1,307.53,307.53,15,0.0,0.0,0.3333333333333333
13061,72,1,248.61,248.61,10,0.0,0.0,0.6
13062,191,1,346.98,346.98,11,0.0,0.0,0.36363636363636365
13063,481,1,188.4,188.4,12,0.0,0.0,0.4166666666666667
13064,13,6,1666.8400000000001,277.8066666666667,58,0.0,0.6021505376344086,0.20430107526881722
13065,373,5,1055.05,211.01000000000005,49,0.16666666666666666,0.0,0.43548387096774194
13066,24,2,470.8,235.4,48,0.3333333333333333,0.0,0.3333333333333333
13067,82,3,508.51,169.50333333333333,24,0.0,0.84375,0.46875
13068,10,2,344.0,172.0,1,0.0,0.0,1.0
13069,1,38,9284.45,244.32763157894738,573,0.09523809523809523,0.27360308285163776,0.38439306358381503
13070,192,4,751.7,187.925,12,0.2,0.0,0.42424242424242425
13071,612,1,129.22,129.22,12,0.0,0.0,0.5833333333333334
13072,267,1,177.15,177.15,7,0.0,0.0,1.0
13073,411,2,418.08,209.04,25,0.0,0.2222222222222222,0.5185185185185185
13074,511,4,1378.74,344.685,26,0.2,0.0,0.3793103448275862
13075,130,1,919.61,919.61,22,0.0,0.0,0.6363636363636364
13076,458,1,135.4,135.4,9,0.0,0.0,0.7777777777777778
13077,1,11,2740.65,249.15,208,0.21428571428571427,0.0,0.23636363636363636
13078,3,57,29018.06,509.0887719298246,153,0.4,0.10998735777496839,0.3868520859671302
13079,4,6,419.18,69.86333333333333,11,0.0,0.11764705882352941,0.47058823529411764
13080,179,4,280.73,70.1825,17,0.2,0.0,0.3157894736842105
13081,12,28,56838.37,2029.9417857142857,738,0.36363636363636365,0.008771929824561403,0.36403508771929827
13082,126,21,7335.75,349.32142857142856,99,0.16,0.007751937984496124,0.4806201550387597
13083,4,3,395.43,131.81,19,0.0,0.8181818181818182,0.5909090909090909
13084,492,1,122.39999999999999,122.39999999999999,2,0.5,0.0,1.0
13085,158,8,2433.28,304.15999999999997,50,0.2,0.0,0.5238095238095238
13086,383,1,439.33000000000004,439.33000000000004,47,0.0,0.0,0.3191489361702128
13087,726,1,313.64,313.64,15,0.0,1.0,0.4
13088,417,1,236.11,236.11,19,0.0,0.0,0.45
13089,3,203,113416.91,558.7039901477833,857,0.17813765182186234,0.0579185520361991,0.3945701357466063
13090,9,24,13091.74,545.4891666666666,163,0.2,0.040145985401459854,0.4854014598540146
13091,28,3,2321.82,773.94,41,0.5,0.0,0.24444444444444444
13092,71,12,2140.28,178.35666666666668,52,0.2,0.02857142857142857,0.3333333333333333
13093,276,55,54144.25,984.4409090909091,199,0.375,0.13789778206364514,0.5737704918032787
13094,21,13,2209.44,169.9569230769231,5,0.23529411764705882,0.10344827586206896,0.5517241379310345
13095,71,1,74.39999999999999,74.39999999999999,6,0.0,0.0,0.5
13096,394,1,419.70000000000005,419.70000000000005,1,0.0,0.0,1.0
13097,33,28,13324.1,475.8607142857143,390,0.3,0.1205179282868526,0.3954183266932271
13098,1,28,28882.44,1031.5157142857142,156,0.3170731707317073,0.012237762237762238,0.4160839160839161
13099,99,1,207.35999999999999,207.35999999999999,1,0.0,0.0,1.0
13101,234,4,695.4,173.85,48,0.0,0.0,0.29411764705882354
13102,1,37,11380.1,307.57027027027027,212,0.11904761904761904,0.10602910602910603,0.6694386694386695
13103,40,3,709.64,236.5466666666667,27,0.0,0.0,0.6363636363636364
13104,3,9,1709.1,189.89999999999998,15,0.0,0.0,0.36666666666666664
13105,436,1,72.0,72.0,1,0.0,0.0,1.0
13106,133,2,603.46,301.73,15,0.3333333333333333,0.0,1.0
13107,44,9,5253.07,583.6744444444444,142,0.4,0.0,0.4606741573033708
13108,373,2,748.46,374.23,27,0.0,0.0,0.8285714285714286
13109,60,3,1134.03,378.01,57,0.5714285714285714,0.32857142857142857,0.4714285714285714
13110,31,12,2957.4700000000003,246.45583333333335,167,0.14285714285714285,0.12698412698412698,0.39285714285714285
13111,719,1,321.88000000000005,321.88000000000005,12,0.0,0.0,0.4166666666666667
13112,541,1,20.6,20.6,2,0.6666666666666666,0.0,1.0
13113,1,37,18230.07,492.7045945945946,166,0.38333333333333336,0.3421750663129973,0.4986737400530504
13114,731,1,234.38,234.38,16,0.0,0.0,0.3125
13115,12,10,5494.7,549.47,178,0.5652173913043478,0.0,0.4140127388535032
13116,138,1,501.14,501.14,30,0.5,1.0,0.36666666666666664
13117,22,18,2255.66,125.31444444444443,122,0.05263157894736842,0.030864197530864196,0.3395061728395062
13118,20,9,2415.41,268.37888888888887,111,0.25,0.6554054054054054,0.33783783783783783
13119,669,1,134.9,134.9,11,0.0,0.0,0.2727272727272727
13120,239,1,30.599999999999998,30.599999999999998,1,0.0,0.0,1.0
13121,269,1,283.73,283.73,50,0.5,0.0,0.54
13122,94,2,922.39,461.195,54,0.0,0.0,0.5454545454545454
13123,473,2,506.75,253.375,36,0.0,0.0,0.26666666666666666
13124,90,4,4641.66,1160.415,216,0.0,0.2791519434628975,0.46996466431095407
13125,524,1,148.62,148.62,20,0.0,1.0,0.45
13126,5,13,3774.81,290.37,183,0.3157894736842105,0.0,0.31932773109243695
13127,78,1,259.17,259.17,15,0.0,0.0,0.4666666666666667
13128,631,1,263.5,263.5,1,0.0,0.0,1.0
13129,452,2,233.25,116.625,10,0.0,0.0,0.45454545454545453
13130,94,1,64.0,64.0,2,0.0,0.0,1.0
13131,23,7,3313.77,473.3957142857143,107,0.125,0.31543624161073824,0.5503355704697986
13132,262,1,77.3,77.3,3,0.0,0.0,0.6666666666666666
13133,274,3,200.45000000000002,66.81666666666668,12,0.0,0.0,0.3333333333333333
13134,86,6,2475.23,412.53833333333336,110,0.3333333333333333,0.0,0.2396694214876033
13135,197,2,3371.45,1685.725,18,0.0,0.0,0.3888888888888889
13136,56,13,6274.56,482.65846153846155,204,0.4583333333333333,0.23492063492063492,0.3396825396825397
13137,11,16,7586.94,474.18375000000003,628,0.058823529411764705,0.5530846484935438,0.3744619799139168
13138,22,7,1274.01,182.00142857142856,41,0.125,0.0,0.47058823529411764
13139,16,8,8202.98,1025.3725,214,0.1111111111111111,0.10943396226415095,0.39622641509433965
13140,108,5,1054.92,210.98399999999998,89,0.0,0.0,0.4
13141,85,17,7656.08,450.35764705882355,285,0.19047619047619047,0.0,0.5377358490566038
13142,19,1,307.09,307.09,23,0.0,1.0,0.5217391304347826
13143,585,1,405.1,405.1,23,0.5,0.0,0.43478260869565216
13144,333,2,135.35,67.675,6,0.0,0.0,0.5
13145,40,7,1128.52,161.21714285714285,5,0.125,0.1111111111111111,0.5555555555555556
13146,26,1,228.91,228.91,16,0.0,1.0,0.4117647058823529
13147,10,4,712.8000000000001,178.20000000000002,1,0.0,0.0,1.0
13148,29,26,8497.82,326.83923076923077,451,0.2777777777777778,0.3800786369593709,0.41546526867627787
13149,14,4,1676.06,419.015,76,0.0,0.0,0.37209302325581395
13150,484,3,449.96999999999997,149.98999999999998,7,0.25,0.0,0.375
13151,296,3,2465.21,821.7366666666667,131,0.4,0.0,0.41139240506329117
13152,417,7,2146.38,306.6257142857143,114,0.2222222222222222,0.3037037037037037,0.42962962962962964
13153,6,1,486.22,486.22,15,0.0,1.0,0.8
13154,399,3,1624.84,541.6133333333333,78,0.4,0.0,0.41935483870967744
13155,33,6,1370.48,228.41333333333333,79,0.0,0.05357142857142857,0.5446428571428571
13156,385,3,1586.54,528.8466666666667,94,0.0,0.0,0.40384615384615385
13157,49,9,5687.36,631.9288888888889,173,0.1,0.23107569721115537,0.5617529880478087
13158,95,5,1508.18,301.636,70,0.0,0.0,0.42
13159,9,4,1429.35,357.3375,114,0.2,0.0,0.31666666666666665
13160,22,1,91.8,91.8,4,0.0,0.0,0.5
13161,313,2,472.13,236.065,30,0.0,0.24242424242424243,0.3939393939393939
13162,122,16,9275.49,579.718125,186,0.15789473684210525,0.23109243697478993,0.20588235294117646
13163,610,1,17.65,17.65,2,0.5,0.0,0.5
13164,569,2,372.2,186.10000000000002,7,0.3333333333333333,0.0,0.6
13165,46,3,1451.16,483.72,47,0.0,0.0,0.2653061224489796
13166,283,2,875.93,437.96500000000003,55,0.3333333333333333,0.0,0.75
13167,19,5,1125.15,225.03000000000003,64,0.0,0.19753086419753085,0.38271604938271603
13168,36,5,1840.73,368.146,127,0.16666666666666666,0.1329479768786127,0.2543352601156069
13169,64,3,840.08,280.02666666666664,16,0.0,0.0,0.7222222222222222
13170,27,1,108.81,108.81,29,0.0,1.0,0.36666666666666664
13171,22,3,468.41,156.13666666666666,37,0.4,0.5,0.45652173913043476
13172,400,1,69.6,69.6,1,0.0,0.0,1.0
13173,4,11,2399.82,218.16545454545457,160,0.15384615384615385,0.0,0.24074074074074073
13174,16,12,7995.36,666.28,602,0.0,0.16204690831556504,0.3315565031982942
13175,582,2,831.45,415.72499999999997,40,0.5,0.0,0.391304347826087
13176,46,1,481.49,481.49,66,0.0,0.0,0.26865671641791045
13177,65,2,512.2,256.1,23,0.0,0.0,0.8
13178,26,21,14059.19,669.4852380952382,194,0.16,0.11353711790393013,0.38427947598253276
13179,619,1,572.3100000000001,572.3100000000001,34,0.0,0.0,0.6470588235294118
13180,607,1,86.10000000000001,86.10000000000001,4,0.0,1.0,0.5
